업종,브랜드,상호,가맹사업 개시일,가맹사업 년수,가맹점수,가맹본부 임직원수,가맹점수,신규개점,계약종료,계약해지,명의변경,"가맹점
평균매출액","가맹점
면적(3.3㎡)당
평균매출액","가입비
(가맹비)",교육비,보증금,"기타비용
(인테리어
비용포함)","합계
(창업비용
지수)","면적당(3.3㎡)
비용","기준면적
(㎡)",총 비용
기타 외국식,호아빈,(주)오리엔탈푸드코리아,2003-09-17,17년 6개월,28,19명,28,1,0,11,3,"322,643","9,345","16,500","5,500","5,000","105,650","132,650
(1.00)","2,273",99,"68,200"
기타 외국식,양육점,(주)서다에프엔씨,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"5,500","2,200","3,000","93,170","103,870
(1.00)","1,980",99,"59,400"
기타 외국식,해피슈르,슈르,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"5,500","5,500",0,"41,300","52,300
(1.00)","2,000",33,"20,000"
기타 외국식,오늘은카레,(주)샵인샵딜리버리,가맹사업 개시 전,0년 0개월,0,2명,0,0,0,0,0,0,0,0,0,0,583,"583
(.00)",0,0,0
기타 외국식,번패티번,(주)엠브이다이닝,2017-03-10,4년 0개월,2,5명,2,2,0,0,0,0,0,"11,000","5,500","3,000","186,010","205,510
(2.00)","3,850",66,"77,000"
기타 외국식,코코크랩,(주)오리엔탈푸드코리아,2018-11-16,2년 4개월,0,19명,0,0,0,0,0,0,0,"16,500","5,500","5,000","107,100","134,100
(1.00)","2,273",99,"68,200"
기타 외국식,일공공샤브,(주)일공공코리아,2017-10-16,3년 5개월,17,2명,17,8,0,0,1,"505,428","6,851","11,000","5,500","5,000","163,900","185,400
(2.00)","1,870",165,"93,500"
기타 외국식,분짜라임,(주)오리엔탈푸드코리아,2017-08-31,3년 7개월,4,19명,4,0,0,1,1,0,0,"16,500","5,500","5,000","107,100","134,100
(1.00)","2,273",99,"68,200"
기타 외국식,포세븐,(주)오리엔탈푸드코리아,2016-12-01,4년 3개월,1,19명,1,0,0,1,0,0,0,"5,500","3,300","5,000","71,850","85,650
(1.00)","2,365",66,"47,300"
기타 외국식,생어거스틴,(주)늘솜,2013-01-02,8년 2개월,23,171명,23,0,0,7,1,"816,351","13,411","33,000",0,0,"151,250","184,250
(2.00)","2,530",132,"101,200"
기타 외국식,부리또인,(주)인피플컴퍼니,2016-02-21,5년 1개월,14,4명,14,3,0,1,2,"225,662","15,604","5,500","2,200",0,"38,500","46,200
(.00)","1,760",33,"17,600"
기타 외국식,리틀파파포(Little PAPA Pho),(주)피엠씨에프앤비,2013-08-19,7년 7개월,10,2명,10,1,0,1,0,"263,418","12,329","11,000","5,500",0,"121,000","137,500
(1.00)","2,347",99,"70,400"
기타 외국식,호랑이쌀국수,달려라호랑이,2019-11-12,1년 4개월,2,1명,2,2,0,0,0,0,0,"3,300","2,200","1,500","39,600","46,600
(.00)","1,650",50,"24,750"
기타 외국식,애버리진 파이어 핫도그,(주)썬플라워네트웍스,가맹사업 개시 전,0년 0개월,0,3명,0,0,0,0,0,0,0,"5,500","3,300","1,000","73,150","82,950
(1.00)","1,650",66,"33,000"
기타 외국식,보스턴 샐러드 하우스,(주)썬플라워네트웍스,가맹사업 개시 전,0년 0개월,0,3명,0,0,0,0,0,0,0,"5,500","3,300","1,000","73,150","82,950
(1.00)","1,650",66,"33,000"
기타 외국식,포첸하우스(Phochenhouse),포첸하우스(Phochenhouse),2018-08-20,2년 7개월,3,1명,3,0,0,1,0,0,0,"5,500","5,500",0,"44,000","55,000
(1.00)","2,200",33,"22,000"
기타 외국식,컴포(co'm PHO),컴포,2015-07-07,5년 8개월,0,7명,0,0,0,0,0,0,0,"5,500","2,200","3,000","86,350","97,050
(1.00)","1,870",82,"46,750"
기타 외국식,마루돈스텍,마루돈스텍,2010-07-01,10년 8개월,0,4명,0,0,0,0,0,0,0,"5,500","5,500",0,"80,850","91,850
(1.00)","1,650",99,"49,500"
기타 외국식,트로이카 (TROIKA),트로이카,2020-06-22,0년 9개월,0,1명,0,0,0,0,0,0,0,"11,000","3,300","2,000","76,450","92,750
(1.00)","1,870",99,"56,100"
기타 외국식,스몰하노이,지에스에프엔씨,2015-10-25,5년 5개월,4,2명,4,0,0,2,0,0,0,"5,500","3,300",0,"69,850","78,650
(1.00)","2,750",50,"41,250"
기타 외국식,뎁짜이,(주)엔씨코리아푸드,2017-09-01,3년 6개월,0,1명,0,0,0,0,0,0,0,"11,000","3,300","3,000","108,900","126,200
(1.00)","1,870",99,"56,100"
기타 외국식,헬로베트남 쌀국수,디티푸드,2016-06-19,4년 9개월,30,6명,30,4,0,3,0,0,0,"5,500","2,200",0,"53,350","61,050
(1.00)","1,540",66,"30,800"
기타 외국식,더램(THE램),더램,2015-03-19,6년 0개월,9,1명,9,1,0,1,0,"311,596","9,754","11,000","3,300","3,000","77,550","94,850
(1.00)","1,980",66,"39,600"
기타 외국식,카츄마마,(주)케이브릿지,2016-12-10,4년 3개월,3,16명,3,2,1,0,0,0,0,"11,000","5,500","5,000","205,590","227,090
(2.00)","2,860",132,"114,400"
기타 외국식,Emoi(에머이),(주)에머이,2016-10-15,4년 5개월,76,54명,76,4,0,32,2,"465,465","11,257","5,500","2,200",0,"85,135","92,835
(1.00)",35,"4,719","49,500"
기타 외국식,유생촌,(주)유생촌푸드,2013-07-05,7년 8개월,11,6명,11,1,0,4,0,"1,111,425","11,629","16,500","11,000","5,000","352,800","385,300
(4.00)","1,980",330,"198,000"
기타 외국식,리틀하노이(LittleHANOI),(주)글로리본,2016-12-05,4년 3개월,41,5명,41,7,8,8,3,"134,245","7,961","5,500","3,300","1,000","50,526","60,326
(1.00)","1,650",50,"24,750"
기타 외국식,핵스테이크,(주)핵가족,2016-07-07,4년 8개월,23,16명,23,11,0,12,1,"209,672","17,685","7,700","5,500","3,000","47,300","63,500
(1.00)","1,980",33,"19,800"
기타 외국식,핵밥,㈜핵가족,가맹사업 개시 전,0년 0개월,0,16명,0,0,0,0,0,0,0,"7,700","5,500","3,000","63,800","80,000
(1.00)","1,980",50,"29,700"
기타 외국식,후라이드참잘하는집,더스카이팜후라이드참잘하는집지점,2017-03-13,4년 0개월,178,15명,178,42,1,0,13,"446,688","40,304","7,700","2,200",0,"25,700","35,600
(.00)","1,430",33,"14,300"
기타 외국식,반미 362,(주)케이푸드코리아코퍼레이션,2019-10-03,1년 5개월,0,14명,0,0,0,0,0,0,0,"5,500","3,300","5,000","51,821","65,621
(1.00)","2,090",33,"20,900"
기타 외국식,망고오믈렛,(주)에버리치에프앤비,가맹사업 개시 전,0년 0개월,0,11명,0,0,0,0,0,0,0,"5,500","3,300","3,000","47,670","59,470
(1.00)","1,650",33,"16,500"
기타 외국식,인더비엣,인더비엣,2019-07-02,1년 8개월,4,7명,4,4,0,0,0,0,0,"11,000","5,500","2,000","108,418","126,918
(1.00)","1,563",165,"78,146"
기타 외국식,크래프트브루,크래프트브루(CRAFTBREW),2018-11-29,2년 4개월,0,1명,0,0,0,0,0,0,0,"33,000","3,300","3,000","192,500","231,800
(2.00)","2,750",99,"82,500"
기타 외국식,반포식스,(주)테이스티컴퍼니,2012-12-20,8년 3개월,15,13명,15,0,0,0,0,"686,690","16,323","22,000",0,"5,000","158,400","185,400
(2.00)","2,640",132,"105,600"
기타 외국식,포앤반(PHO&BANH),(주)푸디플랜,2017-06-15,3년 9개월,4,5명,4,0,2,2,2,"119,829","6,466","5,500","2,200","2,000","51,150","60,850
(1.00)","1,650",50,"24,750"
기타 외국식,그릴타이,(주)테이스티컴퍼니,2013-10-19,7년 5개월,10,13명,10,0,0,0,0,"557,781","15,891","11,000",0,"5,000","144,100","160,100
(2.00)","2,420",132,"96,800"
기타 외국식,르번미(Lebunmie),(주)세지푸드,2015-06-15,5년 9개월,10,6명,10,1,2,0,0,"349,049","20,137","13,200","3,300","2,000","79,200","97,700
(1.00)","3,300",50,"49,500"
기타 외국식,아로이타이,아로이,2015-08-15,5년 7개월,1,1명,1,1,0,0,0,0,0,"8,800","2,200","5,000","106,700","122,700
(1.00)",0,0,0
기타 외국식,띤띤,(주)띤띤,2018-02-15,3년 1개월,2,12명,2,1,0,0,0,0,0,"11,000","5,500","5,000","145,750","167,250
(2.00)","3,300",99,"99,000"
기타 외국식,쏭스클럽핫도그,(주)쏭앤킴푸드,2014-10-01,6년 5개월,54,0명,54,5,3,1,4,"57,259","70,874","5,500","5,500","3,000","38,500","52,500
(1.00)","1,870",33,"18,700"
기타 외국식,포트리스,(주)포트리스,가맹사업 개시 전,0년 0개월,21,2명,21,21,0,0,0,"123,084","7,779","5,500","3,300","2,000","66,000","76,800
(1.00)","1,650",66,"33,000"
기타 외국식,파쎄오(fahxeo),(주)루아,2019-05-31,1년 10개월,1,28명,1,1,0,0,0,0,0,"11,000","5,500","3,000","66,220","85,720
(1.00)","1,870",99,"56,100"
기타 외국식,포보스,(주)아시아푸드리퍼블릭,2012-07-18,8년 8개월,10,38명,10,0,0,2,2,"293,551","9,206","16,500","2,200","5,000","117,700","141,400
(1.00)","2,090",99,"62,700"
기타 외국식,철판떼기,(주)꾸버가,2018-04-13,2년 11개월,10,4명,10,8,0,7,0,"81,956","2,251","5,500","2,200","3,000","61,600","72,300
(1.00)","1,650",66,"33,000"
기타 외국식,마법주방,(주)마법주방에프앤비,가맹사업 개시 전,0년 0개월,0,1명,0,0,0,0,0,0,0,"11,000","5,500","3,000","106,425","125,925
(1.00)","3,025",82,"75,625"
기타 외국식,영칼로리 쌀국수,(주)제이투케이에프앤비,2018-10-05,2년 5개월,26,11명,26,24,0,2,0,"38,475","2,094","3,300","2,200",0,"21,780","27,280
(.00)","1,320",33,"13,200"
기타 외국식,베트남노상식당,(주)트리플에이컴퍼니,2016-07-27,4년 8개월,28,4명,28,4,2,13,3,"241,385","9,560","5,500","3,300","2,000","48,180","58,980
(1.00)","2,200",50,"33,000"
기타 외국식,바나나테이블,바나나립(주),2016-11-23,4년 4개월,3,22명,3,0,0,3,0,0,0,"11,000","3,300","5,000","127,600","146,900
(1.00)","1,960",132,"78,400"
기타 외국식,PHO38,(주)트렌차이즈,2016-05-26,4년 10개월,5,12명,5,1,0,5,0,"172,008","10,760","5,500","2,200",0,"33,872","41,572
(.00)","1,586",40,"19,030"
기타 외국식,아리가또맘마,(주)트렌차이즈,2011-03-28,10년 0개월,50,12명,50,17,21,0,0,"209,750","11,206","11,000","2,200",0,"46,112","59,312
(1.00)","1,731",50,"25,960"
기타 외국식,도스타코스,(주)도스타코스,2006-10-05,14년 5개월,12,4명,12,0,0,0,1,"255,207","12,509","17,600","4,400","3,000","80,000","105,000
(1.00)","2,200",66,"44,000"
기타 외국식,토마틸로,비컨홀딩스(주),2016-01-21,5년 2개월,6,8명,6,0,2,0,2,"476,796","11,980","16,500","5,500",0,"222,350","244,350
(2.00)","3,750",132,"150,000"
기타 외국식,엉클인더키친,(주)플랜지,2019-04-01,1년 11개월,2,27명,2,2,0,0,0,"541,812","20,104","11,000","5,500","3,000","62,150","81,650
(1.00)","1,980",66,"39,600"
기타 외국식,미분당,(주)미분당,2018-01-28,3년 2개월,19,8명,19,9,0,0,2,"445,768","30,668","11,000","3,300","5,000","81,620","100,920
(1.00)","4,033",40,"48,400"
기타 외국식,씨에스피 르사이공,(주)씨에스피푸드,2016-09-12,4년 6개월,2,66명,2,0,0,1,0,0,0,"22,000",0,"5,000","144,870","171,870
(2.00)","2,750",119,"99,000"
기타 외국식,월남국수,(주)더블유엔씨,2017-04-17,3년 11개월,7,17명,7,0,1,6,0,"134,002","7,849","5,500","2,200","2,000","43,670","53,370
(1.00)","1,760",40,"21,120"
기타 외국식,알로하포케,알로하포케,2016-11-17,4년 4개월,2,1명,2,0,0,0,0,0,0,"5,500","5,500","5,000","71,150","87,150
(1.00)","2,320",66,"46,400"
기타 외국식,하와이새우트럭,(주)하와이팩토리,2016-09-06,4년 6개월,12,7명,12,2,5,0,0,"203,751","6,062","11,000","11,000","20,000","94,600","136,600
(1.00)","1,100",165,"55,000"
기타 외국식,달링스테이크,달링스테이크,2018-01-05,3년 2개월,5,3명,5,2,0,0,0,"254,023","13,551","12,100","3,300","2,000","47,206","64,606
(1.00)","1,650",50,"24,750"
기타 외국식,싸와디식당,(주)위드런,가맹사업 개시 전,0년 0개월,0,8명,0,0,0,0,0,0,0,"5,500","5,500",0,"60,500","71,500
(1.00)","1,980",50,"29,700"
기타 외국식,퍼틴(phothin),(주)퍼틴코리아,2020-04-23,0년 11개월,0,2명,0,0,0,0,0,0,0,"11,000","5,500","3,000","69,250","88,750
(1.00)",0,0,0
기타 외국식,포호아,포호아코리아(주),1998-07-01,22년 8개월,3,4명,3,0,0,0,0,0,0,"22,000",0,"5,000","112,200","139,200
(1.00)","2,200",132,"88,000"
기타 외국식,마스터쌀국수,무지네생선,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"2,200","6,600","1,100","40,700","50,600
(1.00)","1,650",50,"24,750"
기타 외국식,분짜라붐,(주)별동부대,2017-08-11,3년 7개월,8,58명,8,0,7,6,1,"480,695","12,934","23,100","5,500","5,000","141,400","175,000
(2.00)","1,760",116,"61,600"
기타 외국식,하노이포베트남쌀국수,(주)티엘에프앤씨,2018-01-02,3년 2개월,5,18명,5,0,0,1,0,"129,027","8,870","3,300","2,200","2,000","56,750","64,250
(1.00)","2,500",33,"25,000"
기타 외국식,그린하노이,(주)바로에프에스,2010-04-08,10년 11개월,6,22명,6,0,0,1,0,"436,436","4,175","22,000",0,"7,000","260,700","289,700
(3.00)","1,650",330,"165,000"
기타 외국식,월면가,엠아이비코리아,2017-06-01,3년 9개월,7,3명,7,4,1,0,1,"100,481","7,281","5,500","2,200","3,000","56,650","67,350
(1.00)","1,760",50,"26,400"
기타 외국식,노량진의 전설 미스사이공(miss420),(주)엠푸드에스엔시,2015-09-01,5년 6개월,208,15명,208,22,0,88,0,"188,662","30,561","5,500","2,200",0,"51,550","59,250
(1.00)","1,450",66,"29,000"
기타 외국식,사이공본가,(주)글로벌프렌드,2020-04-16,0년 11개월,16,7명,16,16,0,0,0,"358,104","16,401","6,160","3,300",0,"52,800","62,260
(1.00)","1,760",50,"26,400"
기타 외국식,나이쏘이(NAISOI),(주)제이이글로벌,2017-12-30,3년 3개월,6,9명,6,2,0,0,0,"192,123","5,838","11,000","3,300","2,000","138,600","154,900
(2.00)","2,310",99,"69,300"
기타 외국식,존쿡델리미트,㈜존쿡,가맹사업 개시 전,0년 0개월,0,31명,0,0,0,0,0,0,0,"16,500","5,500","6,000","130,680","158,680
(2.00)","2,420",76,"55,660"
기타 외국식,샌드위밋,(주)존쿡,가맹사업 개시 전,0년 0개월,0,31명,0,0,0,0,0,0,0,"15,400","4,400","5,000","102,088","126,888
(1.00)","2,145",50,"32,175"
기타 외국식,철판목장,(주)케이미트선왕,2015-02-05,6년 1개월,1,32명,1,0,0,2,0,0,0,"11,000","2,200","3,000","67,320","83,520
(1.00)","3,300",40,"39,600"
기타 외국식,보나끼,(주)어니스트초이스,2020-04-08,0년 11개월,0,31명,0,0,0,0,0,0,0,"5,500","2,200","2,000","45,650","55,350
(1.00)","1,760",66,"35,200"
기타 외국식,게이트나인(GATE9),(주)게이트에프앤비,2017-09-09,3년 6개월,0,40명,0,0,0,1,0,0,0,"34,100",0,0,"155,650","189,750
(2.00)","2,640",132,"105,600"
기타 외국식,포으니,(주)원스에프앤비,2017-03-01,4년 0개월,1,11명,1,0,0,0,0,0,0,"5,500","2,200",0,"50,000","57,700
(1.00)","1,980",33,"19,800"
기타 외국식,왕가탕후루,(주)제니하우스,2020-04-02,0년 11개월,0,5명,0,0,0,0,0,0,0,"7,700","3,300","1,000","46,200","58,200
(1.00)","2,200",33,"22,000"
기타 외국식,도스마스,(주)도스마스,2011-08-15,9년 7개월,36,14명,36,0,0,10,0,"177,540","9,803","5,500","5,500","3,000","54,000","68,000
(1.00)","2,200",50,"33,000"
기타 외국식,메콩타이,(주)메콩타이컴퍼니,2009-12-28,11년 3개월,30,8명,30,3,0,2,2,"555,096","11,905","16,500","3,300","2,000","113,415","135,215
(1.00)","2,360",99,"70,785"
기타 외국식,경성양꼬치,(주)천지,2012-10-01,8년 5개월,36,10명,36,1,0,6,2,"274,486","10,979","11,000","2,200","3,000","56,100","72,300
(1.00)","1,650",66,"33,000"
기타 외국식,포로이,(주)포로이,2009-05-20,11년 10개월,10,2명,10,1,0,4,1,"233,099","6,421","3,300","2,200","1,000","69,500","76,000
(1.00)","1,800",82,"45,000"
기타 외국식,미각양꼬치,(주)미각,2016-12-19,4년 3개월,39,5명,39,3,4,0,0,"356,849","10,289","5,500","3,300","3,000","70,400","82,200
(1.00)","1,650",66,"33,000"
기타 외국식,타코맨,인터베이스,2011-11-21,9년 4개월,0,1명,0,0,0,0,0,0,0,"3,300","1,100","1,000","25,300","30,700
(.00)","1,320",33,"13,200"
기타 외국식,벱비엣(BEPVIET),(주)벱비엣,가맹사업 개시 전,0년 0개월,0,3명,0,0,0,0,0,0,0,"5,500","5,500","5,000","93,500","109,500
(1.00)","1,650",99,"49,500"
패스트푸드,바게뜨양,바게뜨양,2020-08-10,0년 7개월,0,1명,0,0,0,0,0,0,0,"5,500","3,300",0,"58,135","66,935
(1.00)","1,650",66,"33,000"
패스트푸드,이삭 위드,(주)이삭,2020-11-17,0년 4개월,0,51명,0,0,0,0,0,0,0,0,"5,500","5,000","53,515","64,015
(1.00)","2,849",33,"28,490"
패스트푸드,버거스캔들,(주)우리동네에프앤비,2020-12-20,0년 3개월,0,15명,0,0,0,0,0,0,0,"5,500","3,300","3,000","50,050","61,850
(1.00)","2,200",33,"22,000"
패스트푸드,황금 와플토스트,(주)유니쉐프,가맹사업 개시 전,0년 0개월,0,10명,0,0,0,0,0,0,0,"5,500","5,500","5,000","64,900","80,900
(1.00)","1,650",33,"16,500"
패스트푸드,유에프오(UFO),(주)유에프오버거,2020-04-17,0년 11개월,0,5명,0,0,0,0,0,0,0,"22,000","5,500","15,000","96,800","139,300
(1.00)","4,950",33,"49,500"
패스트푸드,팔팔핫도그,(주)프로젝트비,2016-11-22,4년 4개월,32,7명,32,4,0,9,0,"153,267","15,103","3,300","2,200","2,000","18,200","25,700
(.00)","2,200",16,"11,000"
패스트푸드,죠샌드위치앤커피,(주)제이에스앤씨,2002-05-26,18년 10개월,46,12명,46,6,0,8,4,"136,824","9,161","10,450","3,300","5,000","85,250","104,000
(1.00)","2,750",33,"27,500"
패스트푸드,맘스터치,해마로푸드서비스(주),2001-01-11,20년 2개월,0,0명,0,0,0,0,0,0,0,"5,500",0,"1,000","132,869","139,369
(1.00)","1,650",82,"41,250"
패스트푸드,오마이핸즈,(주)비어프랜드,가맹사업 개시 전,0년 0개월,0,7명,0,0,0,0,0,0,0,"3,300","2,200","1,000",0,"6,500
(.00)","2,200",50,"33,000"
패스트푸드,토스트까페 이순신,(주)이순신,가맹사업 개시 전,0년 0개월,0,14명,0,0,0,0,0,0,0,"3,300","3,300","3,000","58,685","68,285
(1.00)","1,228",20,"7,370"
패스트푸드,바겟버거(BAGUETTE BURGER),(주)해냄,2020-01-08,1년 2개월,0,1명,0,0,0,0,0,0,0,"11,000","2,200","2,000","58,930","74,130
(1.00)","1,760",50,"26,400"
패스트푸드,도니버거,(주)비비앤,2013-01-07,8년 2개월,3,4명,3,0,0,2,0,0,0,"11,000","3,300","2,000","75,350","91,650
(1.00)","2,090",50,"31,350"
패스트푸드,버거타운(BURGERTOWN),버거타운(Burgertown),가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"7,700","3,300","1,000","63,800","75,800
(1.00)","2,200",66,"44,000"
패스트푸드,버거요(BURGER YO),(주)대경글로벌,가맹사업 개시 전,0년 0개월,0,3명,0,0,0,0,0,0,0,"14,300","5,500","3,000","101,420","124,220
(1.00)","2,200",66,"44,000"
패스트푸드,코끼리가반한핫도그,티에고(주),2017-06-05,3년 9개월,9,29명,9,4,0,3,0,"74,213","5,490","5,500","3,300","2,000","26,000","36,800
(.00)","1,500",26,"12,000"
패스트푸드,프랭크버거,(주)비피알,2019-12-05,1년 3개월,3,31명,3,3,0,0,0,0,0,"14,300","3,300",0,"58,300","75,900
(1.00)","1,760",50,"26,400"
패스트푸드,원투에그,(주)조앤박,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"5,500","2,200","2,000","32,500","42,200
(.00)","2,750",26,"22,000"
패스트푸드,비스트로피자,(주)글로비,2017-11-01,3년 4개월,39,7명,39,20,0,2,3,"259,772","17,933","5,500","2,200","1,000","53,370","62,070
(1.00)","2,200",40,"26,400"
패스트푸드,미스터톡톡(Mr TokTok),(주)두손커머스,2015-07-17,5년 8개월,6,5명,6,0,0,5,0,"348,572","34,875","5,500","3,300","10,000","32,300","51,100
(1.00)","1,650",26,"13,200"
패스트푸드,햇버거,맛있는연구소,2020-05-21,0년 10개월,0,0명,0,0,0,0,0,0,0,"8,800","2,200",0,"35,640","46,640
(.00)","1,320",40,"15,840"
패스트푸드,자니로켓,(주)신세계푸드,2016-12-01,4년 3개월,7,4753명,7,1,0,1,0,"330,607","15,392","11,000","3,300","10,000","202,895","227,195
(2.00)","3,080",66,"61,600"
패스트푸드,더제이케이 키친박스,(주)더제이케이푸드스토리,2012-06-04,8년 9개월,9,3명,9,1,0,2,1,"357,724","13,601","5,500","5,500","3,000","114,180","128,180
(1.00)","2,090",99,"62,700"
패스트푸드,버거킹(Burger King),(주)비케이알,1985-01-12,36년 2개월,101,7310명,101,2,0,0,10,"981,168","14,089","39,143","3,135","63,000","446,562","551,840
(5.00)","2,503",198,"150,194"
패스트푸드,잇투고,(주)에스피씨삼립,2014-05-30,6년 10개월,0,3256명,0,0,0,0,0,0,0,"7,000","2,200","10,000","95,000","114,200
(1.00)","2,500",66,"50,000"
패스트푸드,잇츠에그,잇츠에그,2020-06-23,0년 9개월,0,0명,0,0,0,0,0,0,0,"11,000","3,300","5,000","54,560","73,860
(1.00)","2,200",33,"22,000"
패스트푸드,힘난다버거,(주)힘난다,가맹사업 개시 전,0년 0개월,0,11명,0,0,0,0,0,0,0,"5,500","5,500","10,000","72,100","93,100
(1.00)","2,200",50,"33,000"
패스트푸드,와이쿠페,㈜비프로젝트,가맹사업 개시 전,0년 0개월,0,2명,0,0,0,0,0,0,0,"16,500","5,500","10,000","84,500","116,500
(1.00)","4,400",33,"44,000"
패스트푸드,666 BURGER,666버거치킨과바람피자,2020-07-10,0년 8개월,0,1명,0,0,0,0,0,0,0,"3,300","2,200","2,000","39,300","46,800
(.00)","1,800",50,"27,000"
패스트푸드,메이젠,(주)메이젠,2018-08-08,2년 7개월,47,10명,47,29,3,7,0,"193,943","13,913","11,000","3,300","10,000","47,300","71,600
(1.00)","2,750",33,"27,500"
패스트푸드,벅스리아,벅스리아푸드시스템,2011-02-05,10년 1개월,8,1명,8,3,0,1,0,"37,964","3,673","2,200","3,300",0,"47,300","52,800
(1.00)","2,750",33,"27,500"
패스트푸드,버거307,버거307,2014-11-24,6년 4개월,15,6명,15,3,0,1,2,"173,907","8,181","5,500","3,300","3,000","54,450","66,250
(1.00)","1,650",50,"24,750"
패스트푸드,점순이핫도그앤호떡,점순이핫도그,2018-08-25,2년 7개월,1,1명,1,1,0,0,0,0,0,"3,300","2,200","1,000","24,800","31,300
(.00)","2,286",23,"16,000"
패스트푸드,SSOJA(쏘자),(주)에스앤비푸드,2018-11-28,2년 4개월,10,2명,10,8,0,1,0,0,0,"11,000","2,200","3,000","45,000","61,200
(1.00)","2,750",26,"22,000"
패스트푸드,닛닛버거,농부의마음,2019-10-08,1년 5개월,3,6명,3,3,0,0,0,0,0,"5,500","2,200","3,000","59,400","70,100
(1.00)","2,200",33,"22,000"
패스트푸드,뉴욕핫도그&버그,(주)웰푸드,가맹사업 개시 전,0년 0개월,0,4명,0,0,0,0,0,0,0,"7,700","1,980","3,000","69,740","82,420
(1.00)","2,420",33,"24,200"
패스트푸드,모스버거(MOSBURGER),(주)모스버거코리아,2018-06-25,2년 9개월,2,19명,2,1,0,0,0,0,0,"16,500","3,300","10,000","132,100","161,900
(2.00)","1,517",99,"45,500"
패스트푸드,목동버거,(주)알볼로에프앤씨,2019-01-01,2년 2개월,0,94명,0,0,0,0,0,0,0,"5,500","3,300","2,000","72,000","82,800
(1.00)",0,0,0
패스트푸드,피치버'S,우리푸드시스템,2018-06-27,2년 9개월,17,3명,17,11,0,6,0,"182,962","8,522","3,300","1,100",0,"33,800","38,200
(.00)","1,760",33,"17,600"
패스트푸드,토스피아,(주)푸드넷시스템,2006-07-13,14년 8개월,59,9명,59,7,20,18,3,"94,002",0,"5,500",0,"2,000","41,470","48,970
(.00)","1,760",33,"17,600"
패스트푸드,핵도그,(주)핵가족,2017-02-07,4년 1개월,2,16명,2,1,0,0,0,0,0,"5,500","3,300","1,000","30,250","40,050
(.00)","1,760",33,"17,600"
패스트푸드,데어리퀸(Dairy Queen),(주)푸드앤트리트,2018-05-22,2년 10개월,5,11명,5,4,0,2,0,0,0,"36,043","6,600","60,000","417,000","519,643
(5.00)","2,167",198,"130,000"
패스트푸드,밀플랜비,(주)웨이브,2015-05-01,5년 10개월,19,7명,19,5,0,1,0,"288,812","15,098","5,500","2,200","3,000","61,600","72,300
(1.00)","2,787",50,"41,800"
패스트푸드,노브랜드 버거(No Brand Burger),(주)신세계푸드,2020-01-21,1년 2개월,0,0명,0,0,0,0,0,0,0,"16,500","3,300","5,000","213,000","237,800
(2.00)","1,650",132,"66,000"
패스트푸드,롯데리아,롯데지알에스(주),1980-07-19,40년 8개월,1211,8352명,"1,211",38,18,16,114,"676,866","13,134","5,500","1,100","120,000","261,356","387,956
(4.00)","2,695",116,"94,325"
패스트푸드,조슈아버거팩토리(Joshua Burger Factory),(주)티엠홀딩스,가맹사업 개시 전,0년 0개월,0,5명,0,0,0,0,0,0,0,"5,500","3,300","5,000","72,400","86,200
(1.00)","2,773",50,"41,600"
패스트푸드,비엔나핫도그,(주)제이스타임,2016-08-19,4년 7개월,2,5명,2,0,0,4,0,0,0,"5,500","2,200",0,"26,400","34,100
(.00)","1,540",33,"15,400"
패스트푸드,마녀돈앤파스타,마녀식탁,2017-03-01,4년 0개월,13,1명,13,4,1,0,3,"197,363","14,393","5,500","5,500","3,000","6,600","20,600
(.00)",0,33,0
패스트푸드,미스앤미스터포테이토,(주)도연에프엔씨,2009-12-24,11년 3개월,16,1명,16,2,0,4,0,"176,795","20,747","5,500","2,200","2,000","85,250","94,950
(1.00)","1,870",50,"28,050"
패스트푸드,아띠몽,(주)솔푸드,2010-07-12,10년 8개월,6,7명,6,3,0,1,0,0,0,"3,300","1,100","1,000","35,640","41,040
(.00)","1,650",33,"16,500"
패스트푸드,퀴즈노스서브,(주)유썸,2006-06-10,14년 9개월,73,19명,73,17,0,12,1,"255,199","13,746","15,950","3,300","10,000","134,099","163,349
(2.00)","2,420",50,"36,300"
패스트푸드,스테프핫도그,(주)스테프코리아,2002-04-12,18년 11개월,49,35명,49,9,0,19,3,"123,642","12,442","13,200","2,200",0,"77,517","92,917
(1.00)","2,530",66,"50,600"
패스트푸드,세인트그릴(SAINT GRILL),(주)골든하인드,가맹사업 개시 전,0년 0개월,0,55명,0,0,0,0,0,0,0,"33,000","5,500","10,000","451,000","499,500
(5.00)","6,875",132,"275,000"
패스트푸드,멜팅그릴,(주)제이제이에프앤비,2017-12-01,3년 3개월,4,2명,4,0,0,4,0,0,0,"5,500","5,500","2,000","42,146","55,146
(1.00)","2,640",33,"26,400"
패스트푸드,88시장버거,(주)88에프엔비,2019-07-01,1년 8개월,3,5명,3,3,0,0,0,0,0,"11,000","5,500",0,"63,800","80,300
(1.00)","2,750",33,"27,500"
